100645485	昆明火车站恐袭后多地火车站加强安保	3月2日，“3.01”昆明火车站严重暴力恐怖事件发生后，多地火车站加强戒备严密监控，安保升级。图为昆明火车站秩序逐渐恢复，多警种联合巡逻防控加强。东方IC1/7	2014年03月03日07:56
100648984	马来西亚民航局举行新闻发布会破“舷窗”谣言	华尔街日报消息，越南搜救队在土珠岛西南偏南80公里处发现一处新的可疑物。马民航部称，越南岛屿附近发现残骸并非飞机部件。图为越南军方发出一张在海面搜寻到的漂浮物照片。并表示，该漂浮物疑似舷窗或门，但无法确定。越南军方称，这个漂浮物是北京时间晚上7点半发现的，与此前有报道称发现的黄色漂浮物不同。3/3	2014年03月10日08:12
100658325	中央巡视组要求广东复查茂名窝案	　　【财新网】（记者王婧）广东省茂名市原政协主席冯立梅已退休两年有余，现在却被省纪委再次调查。3月28日，广东省纪委官方网站“南粤清风网”发布上述信息。　　接近广东省纪委的人士透露，冯立梅是3月28日中午被纪委带走的，当天下午广东省纪委即发布公告。快速定性是因为他在纪委已有案底，追责程序可以随时启动。　　茂名官场窝案曝光始于2009年，当地官员陆续落马。到2011年，茂名腐败窝案全面曝光，共涉及广东省管干部24人、县处级干部218人，波及党政部门105个，市辖六个县（区）的主要领导无一清白。（相关报道参见：《茂名官场震荡、两任书记均被查茂名窝案涉及的15名重要官员》）　　广东省省委原常委、统战部原部长周镇宏，被指“对广东省茂名市发生的系列严重腐败案件负有主要领导责任”。从2002年起，周镇宏主政茂名近五年。2014年2月28日，周镇宏因受贿罪和巨额财产来源不明罪，一审被判处死缓。　　周镇宏2012年1月被抓后，茂名再无重量级官员落马。这一震动全国的腐败窝案逐渐淡出公众视野。　　但如何处理可谓染缸的茂名官场，是纪委面临的难题。　　2012年，财新记者在茂名采访时了解到，广东省纪委曾专门在茂名市政府招待所指定了一栋小楼用于办案。连续一周时间，被约谈的官员在该小楼前排成长队。　　收取红包、买官卖官，是茂名官场人尽皆知的潜规则。由于案件波及面太广，有关部门不得不将“办案”和“挽救”并举。　　比如冯立梅。简历显示，2002年，周镇宏从湛江“空降”茂名，次年就将时任茂名市委常委、市委秘书长的冯立梅提拔为茂名市委副书记。周镇宏离开茂名后，罗荫国接任茂名市市委书记。此后，冯立梅升任茂名市政协主席、党委书记。多名当地人士称，冯立梅涉嫌向周镇宏和罗荫国买官。而买官所需费用则来自其自己收受的礼金。　　2011年2月，罗荫国案发后，冯立梅被纪委约谈。2012年2月，周镇宏案发后，冯立梅再次被纪委约谈。据接近茂名官场的人士透露，当年冯立梅认错态度较好，并一口咬定钱是老婆收的，他不知情。又主动退回赃款250万元，获得宽大处理。　　2012年1月，冯立梅从茂名市政协主席位置上退休。此后，茂名市政协主席一职空缺至今。　　有数名茂名当地被处理的官员家属向财新记者抱怨，上一轮对茂名官场的整顿，让很多官员“不服气”。他们认为：“大家都是这么干的，凭什么有的人退赃就获得宽大处理，有的人不管如何都要从严处理？”　　抱怨的声音持续至今。　　接近广东省纪委的人士透露，此次冯立梅被抓，就是中央巡视组来广东之后接到了类似举报。中央巡视组认为，当年对茂名腐败窝案的处理，尚欠妥当。　　在中央巡视组的要求之下，广东省纪委准备复查茂名官场窝案，“很多原来不追究的，现在要重新追究”，接近广东省纪委的人士透露，“当年放过了160余人。”■	2014年03月28日22:47
100648598	消失前的马航370	　　【财新网】（实习记者葛菁）据新华社消息，马来西亚航空公司表示，与一架由吉隆坡飞往北京的客机失去联系，机上载有来自13个国家的239名乘客和机组人员，包括153名中国公民。该架航班号为MH370的班机于北京时间00：42分起飞，原定于北京时间6点30分到达。目前该机一直未与中国管制部门建立联络或进入空管情报区，首都机场已将该航班列为失踪。　　财新记者从瑞典实时航空交通跟踪网站Flightrader网站看到，在今晨01：21分,MH370班机航向为25度，高度还在3.5万英尺，之后突然变成航向40度，接着高度变成0，该网站显示，MH370最后在有信号的地点在位于距马来西亚东北部的KualaTerengganu东北方向150公里处，在马来西亚和越南之间的海域，在高度变成0之后失去信号。据航空人士告诉财新记者，这样的情况有可能是空中解体。　　据马航公开发布的消息，今日凌晨01:20左右，在胡志明管制区同管制部门失去通讯联络，同时失去雷达信号，位于吉隆坡的管制台于今天凌晨2点40分证实，该航班已经失去联系。　　一位自述为首都机场塔台的工作人员早前发微博称，据三亚区调值班管制员透露，“飞机是在新加坡和越南交界点突然消失，之后差不多凌晨一点，越南人问有没有该航班，我说没有，他就挂了，差不多凌晨两点他才跟我说飞机不见了，然后凌晨三点多跟我说，他们公司说这架飞机还在飞，然后我让香港帮我喊喊，什么都没有。”该微博已被删除。　　此前曾传出消息，失联的MH370航班因雷达故障，降落在一个叫做Nanming的机场。据《中国经营报》记者核实，南宁机场管理集团表示没有该航班降落的消息。　　马航副总裁在接受CNN采访时表示，该架波音777-200号客机航班起飞时运载航油可供7小时飞行，截至失联消息公布之时，燃油已经耗尽。该次航班使用的波音777机龄接近12年，是全球最大的，也是较受国际航空公司欢迎的双引擎客机，三级舱布置的载客量283到368人。　　去年7月6日在旧金山着陆时坠毁的韩亚航空亦使用波音777-200机型，该次事故造成两名中国籍乘客死亡，也是波音777投入商运后首次有乘客在营运商中丧生。这次马航失联事件或会成为波音777投入运营以来最严重事故。　　失联的马航客飞机型号为波音777-200，体积较大，曾在浦东机场发生碰擦，机翼受损。CNN称，这架飞机应该是2002年交付马航使用的，马航在运营波音777方面拥有极为丰富的经验。　　据路透社，马航正等待政府许可以更换较旧的空客A330和波音777-200型客机。该公司希望节省燃油费和减少维修成本。彭博社去年11月报告称，马航近两年来经营不善。马航现有15架波音777-200，最老的购于1997年，最新的购于2001年，平均使用年龄达14年。■	2014年03月08日12:31
100657176	广西警方摧毁特大贩毒网络	3月25日，贩毒嫌疑人向广西来宾市忻城县公安局民警指认其贩毒的地方。东方IC3/4	2014年03月27日08:33
100647407	广东一患者在医院死亡家属押值班医生游行	3月4日，广东潮州，据潮州中心医院医生爆料，该院消化内科收治一酒后急性酒精中毒患者，下半夜抢救无效死亡，中午家属纠集了100多人，押着昨晚的值班医生在医院内游行，边走边喊：“就是这位医生害死了死者”，被游行的年轻医生边走边哭，持续约半个小时。图片来源：微博网友@廖琼琼琼儿1/6	2014年03月06日07:48
100646120	天安门广场安保全面升级	3月3日，武警驾驶敞篷警车在长安街上巡逻。东方IC1/4	2014年03月03日20:59
100649503	【现场直击】越方已接近不明碎片海域（更新）	　　【财新网】（特派越南记者杨刚）针对一架香港飞机在越南头顿港西南方发现不明碎片的消息，越南国家搜救委员会工作人员今天（10日）晚间10时50分向财新记者表示，越方目前距不明碎片区域还差5海里的距离，预计20分钟后可抵达。　　尽管已经入夜，但越南国家搜救委员会工作人员仍在紧张地工作着。其相关人员今天19时10分曾向财新记者指出，他们需要大约两个小时到达不明碎片所在海域。　　上述工作人员指出，随后前往不明碎片海域的任务被越南一艘海军军舰接手，搜救委员会的船只被撤回。　　越南《前锋报》北京时间19时05分报道说，越南航海局长阮日透露，头顿航海港务刚刚通报，确认在当地有许多漂浮碎片。阮日说正调集力量确认是什么东西。此前经过L642航路上的一架飞机向香港方面报告“发现许多不明碎片”，位置约为北纬9度43分，东经107度25分。　　而香港民航处也表示，今日约15时收到本港民航机报告，指在越南海域见到有大型碎片，民航处已经向越南、吉隆坡及海南三亚的有关部门汇报。该飞机为前往香港的一架飞机。　　此外，人民网稍早前引述越南《交通运输报》10日报道称，越南海军637船已经打捞起一艘救生艇。越南海军副司令黎明成少校正联系查看该救生艇上是否有人，努力确定最准确的坐标。　　不过，中国驻越南大使馆发言人戚晓峰19时40分向财新记者指出，指上述消息为假消息，越南国家搜救委员会工作人员也表示从未听说。■	2014年03月10日23:11
100647712	赌王女儿豪宅曝光	日前，何超盈接受香港媒体采访，地点设于何家大宅，令何家大宅内部曝光。4/7	NULL
100649633	马航失联飞机上的劳务工	　　【财新网】（实习记者张昕然盛梦露）在消失的马航MH370航班上，有这样一群人，在辛勤地工作了一年之后，第一次回家。他们是对新加坡的劳务输出人员。　　他们从新加坡到吉隆坡转机回国。久别后，他们的家人在期待着与他们团聚，如今却在嘈杂的酒店宴会厅里，焦急地等待。　　MH370是红眼航班，夜间飞行，因而票价仅仅是普通航班票价的一半甚至更低。为了省钱，几位劳务输出人员选择了这趟航班。　　他们中，有做了四年建筑工的刘强，有孩子刚刚满月的边亮京，有新婚妻子正在等着他回来的张强。　　他们的家属，大多是从网络上得知飞机失踪的消息。他们大多不是北京人，得知消息后，便立即从各地赶到了北京的家属安置点——丽都饭店。　　从飞机失踪到现在，70多个小时过去了，这些家属能做的只有等待。3月10日早晨，一位从山东赶来的家属告诉财新记者，在飞机上的是他的妹夫，现在一同在等待消息的有他的妹妹、父亲以及妹夫的哥哥，他们不知道接下来该何去何从。　　现在，马航的工作人员在为家属们办理前往吉隆坡的护照和签证，他担心，他们不懂英语，去了吉隆坡语言不通，与当地工作人员无法沟通。而且，即使去了，也仍然只是等待。作为这个家庭的主心骨，他现在也没有理清头绪，而其他家人因伤心过度而体力不支。　　与其他家属相比，这些劳务工家属面临的困扰可能更多。他们对失踪亲属在新加坡雇佣方的具体情况一无所知，不知道该如何同马航的工作人员交涉。离开义工的帮助，他们连如何填写护照和签证申请表格也无从下手。■	2014年03月11日09:58
100648611	马航CEO举行新闻发布会	当地时间3月8日，马来西亚吉隆坡国际机场附近，马来西亚航空首席执行官阿末佐哈里出席新闻发布会。CFP1/4	2014年03月08日12:56
100657188	彭丽媛法国看望患病儿童	3月26日下午，彭丽媛访问了位于巴黎市区的尼克尔儿童医院。图片来源@时政考2/3	2014年03月27日08:53
100644102	贵阳一辆公交车起火燃烧已造成6人死亡	2月27日，贵州省贵阳市，237路公交车在野鸭塘小学附近突然起火。当地有关部门初步核实，事故已造成6死35伤，伤者已全部送医院救治，事故中受伤人员暂无生命危险。图片来源@微博网友1/9	2014年02月27日15:33
100656551	马交通部称飞机已经跌入海底	当地时间3月25日，马来西亚代理交通部长希沙姆丁在吉隆坡举行发布会。希沙姆丁说航班最后已知的地点是在南印度洋的中部，而那时候它的油已经很少了，而且附近也没有着陆的地方，所以就得出这样一个结论，飞机已经跌入海底了。CFP1/3	2014年03月25日20:15
100644648	记者街头“摔倒”测试路人管不管	2月27日下午，深圳华强北，“测试员”摔倒7分钟后，热心人解思俊从“测试员”包中找到速效救心丸，并尝试救助“测试员”。CFP3/5	2014年02月28日10:30
100647885	武汉造价千万元地下通道吊顶用纸糊	3月6日，武汉，长港路口地下人行通道吊顶用纸维修。RICK/CFP2/3	2014年03月06日20:09
100650795	奥巴马重申不接受克里米亚全民公决	　　据新华社3月12日消息，美国总统奥巴马12日重申，不接受乌克兰克里米亚自治共和国即将举行的全民公决，表示希望今后几天的外交努力能够促使有关方面对这一进程予以“重新考虑”。　　奥巴马在白宫与到访的乌克兰总理亚采纽克举行会谈后对媒体说，在俄罗斯军事人员“接管”克里米亚情况下，美方拒绝接受在几个星期内“拼凑而成”的公决，称此举违反国际法和乌克兰宪法。　　奥巴马说，美方将“非常坚定地”与乌克兰站在一起，确保其领土完整和主权得到维护，他希望今后几天的外交斡旋能够促使有关方面对上述进程予以“重新考虑”。他威胁说，如果俄罗斯坚持走当前道路，美国将不得不与国际社会、欧盟和其他各方一道让俄罗斯付出代价。　　奥巴马还说，在全球经济高度一体化的21世纪，让乌克兰在西方和俄罗斯之间做出选择的想法是不明智的，不符合乌俄两国利益。俄罗斯应当考虑如何与乌克兰协作，进而进一步加强与欧洲的经贸关系。　　俄罗斯一直不承认乌克兰新政府。俄方还表示理解克里米亚议会希望加入俄罗斯联邦并将就此举行公投的决定，声明俄方将尊重并支持克里米亚人民的选择。　　克里米亚议会6日通过决议，宣布克里米亚将以联邦主体身份加入俄罗斯联邦，同时决定把关于共和国地位的全民公决从本月30日提前到16日举行。乌克兰当局随即宣布克里米亚议会的决定非法。　　美国国务卿克里12日宣布，受奥巴马指派，他将于13日晚启程前往伦敦与俄外长拉夫罗夫举行会晤。（新华社记者易爱军　周而捷）	2014年03月13日10:43
100647597	保加利亚苏联红军纪念碑遭“恶搞”	合成图：从上至下依次为保加利亚索非亚一座描述苏联红军战士的青铜纪念碑在2013年8月21日、2011年6月17日及2012年3月15日的照片。当地时间2013年8月21日，该纪念碑被不知名的艺术家在涂成了粉色，谴责华沙条约组织在1968年入侵当时的捷克斯洛伐克。此前该纪念碑也被恶搞成超人、麦当劳叔叔和圣诞老人等卡通形象，随后被清除。CFP2/5	2014年03月06日14:16
100651182	揭秘空姐的收入真相	绩效与薪酬挂钩职别差距非常大。据国航客舱乘务部的副经理刘丽娟介绍，现阶段，国内航空公司的空姐按照职别和收入由低到高大体上分为：见习乘务员、普通乘务员、国际航班乘务员和乘务长。普通乘务员一般要在国内航班飞行2年左右的时间，月薪在2000元至3000元人民币之间，此后才能飞国际航班的普通舱、然后飞两舱（公务舱、头等舱），月薪在5000元人民币左右，之后再升为乘务长(分区域乘务长和带班乘务长)，月薪9000元人民币左右。随着航空业市场竞争的加剧，不同职别的乘务员收入差距会越来越大。7/9	NULL
100656815	青岛公交司机练武防身	3月26日，山东青岛交运集团黄岛汽车总站百余名驾乘人员在黄岛边检站战士指导下学习近身格斗、突袭擒拿、棍术等基本的防身防暴技能，增强保障乘客旅客和自身的人身安全。俞方平/CFP1/4	2014年03月26日15:41
100648752	马航事故处置组抵京召开新闻发布会	3月9日凌晨，马航公司组成的事故处置组抵京，在北京国都饭店举行新新闻发布会。从马来西亚赶来的马航负责人在发布会上表示，尚没有得到任何MH370航班去向的确实消息，一切确实信息以马航和马来西亚政府的发布为准。CFP1/5	2014年03月09日08:46
100642609	【刘汉兴衰调查之五】矿业大亨	　　【财新网】（记者罗洁琪）除了投资水电站、天然气、太阳能等能源行业，刘汉还从2006年开始进军矿业。其大手笔的资金运作，为其赢得“矿业大亨”的称号。在此前，他已通过入股其堂兄旗下的公司，间接投资了矿业。　　1998年，刘汉旗下的广汉市平原实业发展有限总公司，投资其堂兄刘沧龙设立的四川宏达(集团)有限公司，持股26%。2001年，刘沧龙控制的四川宏达化工股份有限公司（600331.SH，下称宏达股份）在上交所上市，刘汉旗下的广汉市平原实业发展有限总公司持股26.14%，为第二大股东，刘汉还担任宏达股份副董事长。　　宏达系投资经营的云南兰坪县铅锌矿是亚洲最大的铅锌矿，此外还投资经营了位于四川凉山州的甘洛铅锌矿。　　刘汉自己直接控制的汉龙集团，则是从2006年才开始大规模寻找矿产投资项目。　　2008年前后，一个姓李的老板在云南瑞丽有一个钪矿项目。汉龙集团与该人合作成立公司，出资6000万元，占60%股份。　　2008年汶川地震之后，四川省地矿局下属的矿业公司对凉山州木里县梭罗沟黄金矿的开发项目进行招标，刘汉的公司成为中标者之一。为了开发这个黄金矿，三家公司共同成立了木里县容大矿业有限公司，其中包括紫金矿业集团股份有限公司。刘汉旗下的公司投资一亿多元，占股38%。　　2007年，刘汉和一位吕姓老板合作，成立西藏阿里朋成矿业有限公司。开发西藏阿里地区几十万吨的锂盐矿。　　2009年左右，汉龙集团和四川地质矿产公司成立新公司，开采稀土矿，从2010年开始盈利。2012年11月，该新公司借ST天成（600392.SH）的壳上市。　　从2009年开始，刘汉开始大举进军国外的矿业。2009年下半年，刘汉的公司用2亿多美金收购了澳大利亚钼矿公司（MolyMineLtd.）55.49%的股份。　　2011年7月，汉龙集团向澳大利亚铀矿产商Bannerman资源公司提出收购，报价为1.53亿美元。Bannerman在纳米比亚拥有埃坦戈铀矿80%权益，并同时拥有另外一个铀矿。　　2011年3月，汉龙集团收购澳大利亚铁矿企业Sundance资源公司18.6%的股份，同年9月，双方达成全资收购协议，交易金额达16.5亿澳元，后经过调整，收购代价约为14亿澳元。Sundance资源公司在非洲中部的喀麦隆与刚果共和国的边界有一个铁矿石开采项目。2012年，刘汉访问喀麦隆，邀请喀麦隆总统率部长访问成都。　　2012年10月，国家开发银行曾承诺向汉龙集团提供10.22亿美元的贷款用于收购，但最终贷款未获批。2013年4月，刘汉案发后不久，该项收购终止。　　2013年初，刘汉在美国的一项钼矿投资计划被《华尔街日报》披露。汉龙集团投资8000万美元，购入通用钼业公司(GeneralMolyInc.)30%的股权，并承诺未来将为内达华州小镇尤里卡的采矿工程安排7.9亿美元的融资。　　该报道将刘汉描述为一名低调的中国矿业大亨。他此前收购澳大利亚钼矿公司的名声吸引了通用钼业公司在2010年主动上门，刘汉也乐于在钼价低谷之际出手。在采访中，刘汉向《华尔街日报》介绍了自己的一些传奇经历，并在被问及对钼矿市场的信心时，说出了后来被广为流传的一句话：刘汉从来都是赢家，刘汉从不失手。（待续）　　???相关报道：　　刘汉与五矿的暗黑交易　　【刘汉兴衰调查之一】兄弟红黑路　　【刘汉兴衰调查之二】斗法袁宝璟　　【刘汉兴衰调查之三】炒股金路集团内幕　　【刘汉兴衰调查之四】周滨的生意伙伴　　【刘汉兴衰调查之六】豪赌江湖　　【刘汉兴衰调查之七】末路狂奔	2014年02月25日07:54
100652919	黑客出身的亿万富豪	比尔·盖茨（BillGates）760亿美元上世纪60年代后期，那时候的计算机价格昂贵，因此使用时间无比宝贵。那时候的比尔·盖茨将他的执着性格用在了窃取计算机使用时间上。在微软联合创始人保罗·艾伦（PaulAllen）的回忆录里，他记述了盖茨如何搞到了西雅图计算机中心公司（他们称之为C-Cubed）的一个管理员密码，并访问了一个包含用户账号信息的加密文件。他们希望利用这个可以免费使用计算机，但相反却被抓了个正着并被赶出了C-Cubed。来源：福布斯中文网1/8	NULL
