100648984	发现:0.330041348136|搜救:0.198103401326|民航局:1.47387981621|发布会:1.07631531489|马来西亚:1.15143371351|80:0.225561650998|可疑:0.165711015841|点半:0.225561650998|或门:0.225561650998|军方:0.322240961746|谣言:1.14978216746|搜寻:0.165598371181|土珠岛:0.225561650998|部称:0.225561650998|图为:0.175386933321|华尔街日报:0.174110355047|残骸:0.171946903947|越南:0.557543210646|部件:0.14659341816|疑似:0.173760939052|漂浮物:0.913880617562|民航:0.15735841549|舷窗:1.79969093203|偏南:0.179362801836|	2014年03月10日08:12
100658325	复查:1.33984129642|茂名:1.88181184993|官员:0.0971628593865|冯立梅:0.365284562589|广东省:0.22928118879|广东:0.89110568593|纪委:0.310523672444|28:0.0996230625242|透露:0.0661091421584|周镇宏:0.232453812556|2011:0.0664153750161|2012:0.132830750032|官场:0.152887908679|人士:0.0709715558849|财新:0.0664153750161|腐败:0.0832095487141|窝案:1.90707005403|茂名市:0.214089281274|巡视组:1.83075310619|政协主席:0.127808693102|2002:0.0664153750161|罗荫国:0.0996230625242|	2014年03月28日22:47
100648598	失联:0.127517520031|马来西亚:0.0644802879568|凌晨:0.102112725154|航班:0.160954509198|管制:0.064296371811|01:0.0637587600155|乘客:0.0638542703816|消失:2.07442574049|40:0.0637587600155|200:0.159396900039|777:0.28691442007|购于:0.0637587600155|该次:0.0637587600155|MH370:0.127517520031|财新:0.0637587600155|波音:0.218123839118|CNN:0.0637587600155|客机:0.0961906744468|失去:0.0812856835793|马航:4.23995754103|消息:0.0671985967489|370:3.98492250097|	2014年03月08日12:31
100657176	广西:1.67732567581|25:0.919597500223|地方:0.33968403341|公安局:0.604100420995|嫌疑人:0.629007119232|忻城县:0.919597500223|警方:1.21589662184|贩毒:3.42365443176|特大:1.41633337835|东方:0.461115293198|来宾市:0.984774258715|指认:0.812959472446|摧毁:1.30498998733|民警:0.585458621621|IC3:0.919597500223|	2014年03月27日08:33
100647407	害死:0.216408320973|值班:1.24226759721|抢救无效:0.23580180317|纠集:0.227291703882|死者:0.173818353361|游行:1.48240626313|酒精中毒:0.240589060244|医生:1.37790215838|患者:0.79348944597|该院:0.202634694096|廖琼琼琼儿:0.278017848905|微博:0.278017848905|中心医院:0.224139483138|家属:1.13950449776|潮州:0.437249673565|爆料:0.22317703625|100:0.278017848905|收治:0.237483679021|内科:0.21761355511|酒后:0.204812266306|下半夜:0.232294294106|	2014年03月06日07:48
100646120	升级:1.68495793633|安保:2.42775572749|武警:1.21578629776|长安街:1.26456100226|驾驶:0.903897445265|敞篷:1.42697137527|天安门广场:2.44745094695|警车:1.1978986923|全面:1.40600713164|IC1:1.49434593786|东方:0.749312351447|巡逻:1.01460655871|	2014年03月03日20:59
100649503	分向:0.110692291694|搜救:0.19443481982|记者:0.0795730509839|飞机:0.110358927427|越方:1.56429791136|香港:0.107631774939|一架:0.107059932812|工作人员:0.123031017498|海军:0.0869454697997|救生艇:0.0904957709901|头顿:0.128709978259|越南:0.478816044328|财新:0.16603843754|民航:0.0772221853793|直击:1.49434593786|10:0.221384583387|19:0.16603843754|不明:1.12348340226|阮日:0.110692291694|碎片:1.33978982108|委员会:0.10471307578|海域:1.0241920545|	2014年03月10日23:11
100647712	日前:0.468580173374|地点:0.514038524121|女儿:1.50393117656|何超盈:0.919597500223|采访:0.471120167298|何家:0.919597500223|香港媒体:0.791519979946|赌王:3.20051634083|大宅:1.60064155238|设于:0.68488195217|豪宅:2.16473265923|接受:0.401866227308|曝光:2.63029418089|令何家:0.919597500223|内部:0.433701436844|	NULL
100649633	失联:2.98869187572|他们:0.194036607466|劳务工:2.98869187572|航班:0.173317849101|家人:0.0703816352648|等待:0.12351578858|飞机:1.57968545114|吉隆坡:0.160440921317|护照:0.0979074831017|签证:0.0922832038259|现在:0.079472312394|工作人员:0.100155903692|妹夫:0.102631137667|票价:0.0921053186289|劳务输出:0.110112951485|MH370:0.120148417115|得知:0.0692499073836|马航:3.10884029284|新加坡:0.110331444921|消息:0.0759783129071|失踪:0.123322098624|家属:0.270364255653|	2014年03月11日09:58
100648611	出席:0.415490872782|CFP1:0.703221617818|机场:0.414676042616|航空:0.380342928045|CEO:2.39095350058|发布会:1.95003009992|马来西亚:0.948239528776|当地:0.344833272412|马航:2.39095350058|首席:0.397613678214|执行官:0.501494073194|阿末:0.703221617818|吉隆坡:0.626034183176|哈里:0.621674890694|新闻:1.53895288217|国际:0.263130105942|时间:0.239972919556|举行:1.10180953671|附近:0.304078899496|	2014年03月08日12:56
100657188	法国:1.07230545864|26:0.996230625242|位于:0.413840898466|图片:0.531208228219|尼克尔:1.06683878028|下午:0.497449407537|患病:1.70415605969|巴黎:0.544308937482|访问:0.602071202528|彭丽媛:3.93852533473|看望:1.58435837741|儿童:1.3607912547|儿童医院:0.8777818185|来源:0.435554305544|市区:0.552414495424|时政:0.785278403125|	2014年03月27日08:53
100644102	一辆:1.15943174062|小学:0.225002659835|救治:0.269406502164|死亡:1.04254665876|贵阳:1.4627856121|237:0.385637661384|贵阳市:0.322214666018|27:0.385637661384|事故:0.459844985569|核实:0.263358237242|野鸭:0.315800122187|图片:0.205628991569|贵州省:0.273839729036|公交车:1.67085225448|起火:0.280361016101|微博:0.385637661384|起火燃烧:2.31677960867|生命危险:0.295067337447|受伤:0.233925583934|暂无:0.308286200972|伤者:0.295912575266|35:0.385637661384|初步:0.203853800832|网友:0.213436865993|	2014年02月27日15:33
100656551	结论:0.198897820169|CFP1:0.341564785797|跌入:2.21283884498|着陆:0.248319757118|发布会:0.215263062978|马来西亚:0.230286742703|很少:0.177570702593|航班:0.24635894265|已经:0.879569651736|25:0.341564785797|飞机:1.19187641621|地点:0.190928594673|中部:0.174724927698|已知:0.207228265097|海底:1.64014720224|吉隆坡:0.304073746114|交通部:2.0144072511|希沙姆丁:0.683129571594|交通部长:0.351178278271|印度洋:0.218757450037|代理:0.204984121418|得出:0.197126629426|	2014年03月25日20:15
100644648	包中:0.703221617818|CFP3:0.703221617818|27:0.703221617818|尝试:0.428664319624|路人管:1.99246125048|找到:0.333036018836|下午:0.351140758262|救心丸:0.712289304865|摔倒:2.01071209506|分钟:0.392615802464|街头:1.3128716765|深圳华强:0.584140337554|解思俊:0.703221617818|测试:2.45248422224|速效:0.630742577741|救助:0.461130631356|不管:0.963894198395|热心人:0.671515941306|	2014年02月28日10:30
100647885	人行:0.94233408375|CFP2:1.19547675029|用纸:2.5252962275|吊顶:3.33716887757|路口:0.798447558937|维修:0.75871296057|造价:1.46782124186|RICK:1.19547675029|地下通道:1.78710397027|地下:0.615914406269|武汉:0.677138010305|千万元:1.60633296249|通道:0.663664750908|	2014年03月06日20:09
100650795	美方:0.0906439574502|议会:0.105074924313|重申:1.56831089128|新华社:0.0718529426564|宣布:0.0812928934786|促使:0.0665359706739|希望:0.0780800741277|乌克兰:0.333140944792|决定:0.0712052018578|克里米亚:2.41182650067|重新考虑:0.103171587135|共和国:0.0695562658825|12:0.179321512543|外交:0.0723882291143|俄罗斯联邦:0.0941204128224|俄罗斯:0.187104011798|全民公决:2.26068852156|举行:0.110180953671|俄方:0.0958318953844|接受:1.044852191|奥巴马:1.4968991408|予以:0.0668470264932|	2014年03月13日10:43
100647597	CFP2:0.254356755381|卡通:0.224861130677|1968:0.254356755381|21:0.508713510762|17:0.254356755381|日及:0.254356755381|麦当劳:0.213393120023|粉色:0.214298643734|索非亚:0.234261827534|圣诞老人:0.246767926787|纪念碑:2.7207690057|涂成:0.242888744728|恶搞:2.97217112932|超人:0.208645384888|苏联红军:2.62231451338|15:0.254356755381|保加利亚:2.17279787478|2012:0.254356755381|2011:0.254356755381|2013:0.508713510762|合成图:0.261515739138|	2014年03月06日14:16
100651182	刘丽娟:0.159396900039|飞两舱:0.159396900039|5000:0.159396900039|3000:0.159396900039|国际航班:0.312092081989|再升:0.159396900039|乘务:0.166858443879|公务舱:0.185342368693|月薪:0.407484223412|空姐:2.95530902757|普通舱:0.185342368693|左右:0.189897474882|收入:1.3214080151|乘务长:0.741369474773|职别:0.318793800077|普通:0.158372235626|9000:0.159396900039|揭秘:2.47333611669|乘务员:0.73041591152|真相:2.01646672873|2000:0.159396900039|元至:0.159396900039|人民币:0.2236203452|差距:0.184848727297|	NULL
100656815	CFP1:0.362265681906|棍术:0.379223736088|擒拿:0.311810901191|近身:0.311810901191|边检站:0.400228196103|方平:0.379223736088|防暴:0.35821927607|格斗:0.27590566989|26:0.362265681906|百余名:0.323690964458|乘客:0.241872236294|总站:0.321358811697|旅客:0.244866506716|交运:0.282605050711|防身:2.24719170407|驾乘:0.289211176524|司机:1.36145460522|黄岛:0.6707554126|公交:1.67266867699|突袭:0.286965480398|练武:2.03260160674|青岛:1.46373050262|人身安全:0.305213219864|技能:0.247495041669|	2014年03月26日15:41
100648752	以马航:0.332076875081|处置:1.21273847355|CFP1:0.332076875081|负责人:0.165687015239|赶来:0.201149548119|饭店:0.217052859029|航班:0.239515638688|国都:0.244807814354|发布会:1.49488238179|马来西亚:0.447779777478|马航:2.37197767915|去向:0.232315094027|凌晨:0.21273484407|抵京:1.86951691639|MH370:0.332076875081|举行:0.15302910232|确实:0.318297820959|事故:1.21621699556|新闻:0.165165397708|为准:0.223568754783|	2014年03月09日08:46
100642609	汉龙:0.155931750038|刘汉:2.49823394396|收购:0.107047687682|调查:0.071541560282|有限公司:0.0564531618362|大亨:1.73402834842|矿业:1.32086201128|兴衰:1.63923581985|集团:0.0964290222219|铅锌矿:0.0645218117396|之五:1.99246125048|投资:0.0761121381872|公司:0.129476063132|2012:0.0779658750189|钼矿:0.0892442738452|宏达:0.107735800059|股份:0.0736080231081|广汉市:0.0556611537535|凉山州:0.0544103621343|黄金矿:0.0556611537535|喀麦隆:0.0618380676794|2009:0.0779658750189|	2014年02月25日07:54
100652919	账号:0.136698639206|亿万富豪:3.21266592498|760:0.175805404454|60:0.175805404454|中文网:0.144210780732|黑客:3.53494692867|西雅图:0.151722922257|使用:0.199248526888|PaulAllen:0.175805404454|窃取:0.142370146276|加密:0.143261684833|计算机:0.400281437111|盖茨:0.428427481321|执着:0.132394674294|出身:2.24326305782|Cubed:0.351610808909|艾伦:0.151319996166|BillGates:0.175805404454|福布斯:0.139262659605|微软:0.132727651894|价格昂贵:0.148771882619|管理员:0.140352482725|比尔:0.274293137455|	NULL
100651913	失联:0.0799650000194|发布会:0.113391078325|马来西亚:0.148261531673|信息:0.0439286011101|航班:1.50918884043|纽约时报:0.0495417690363|走廊:0.1060791413|卫星:0.0842803106973|飞机:0.179379393745|20:0.0399825000097|ACARS:0.0399825000097|调查:1.02420609805|Inmarsat:0.0399825000097|警方:1.21589662184|NTSB:0.0399825000097|联络:0.0498553296952|去向不明:1.9330154265|机组人员:1.70196636632|MH370:0.0799650000194|intheSouthChinaSea:0.0399825000097|新闻:0.0596584045232|确认:0.0437326580706|纳吉布:0.259886250063|	2014年03月15日14:47
100648235	搜救:0.233321783784|乳化:0.879408397044|正在:0.310453719786|救援:0.175211566495|防水:0.207015781629|25:0.265661500064|化工厂:2.35021699541|抢救:0.17166245293|发生爆炸:2.67873054128|唐山:2.46324290008|车间:0.357966172308|炸药:0.530002339959|救出:0.190291990495|河北:1.58606242064|央视:0.181424563433|矿山:0.176322909174|工人:0.254151018343|11:0.265661500064|12:0.265661500064|开滦:0.218292004624|14:0.265661500064|失踪:0.181785908342|	2014年03月07日15:41
100648634	失联:1.49434593786|CFP5:1.49434593786|乘客:0.997722974713|马来西亚:1.00750449932|当地:0.732770703875|警察:0.94177590053|国际:0.559151475126|航班:1.07782037409|时间:0.509942454058|吉隆坡:2.6606452785|机场:0.88118659056|家属:0.960758694194|	2014年03月08日15:57
100648763	失联:2.27709857198|搜救:1.4999257529|湛江:0.216587062077|起航:0.479620774071|航班:1.23179471325|赶赴:0.450382209309|登陆舰:0.223049479972|军舰:1.15019326743|绵阳:0.229813866903|日晚:0.284637321498|军港:0.229143131737|图为:0.221321606333|海域:0.526727342314|上午:0.297214584967|井冈山:0.449274739682|南沙:0.236437755677|11:0.569274642995|10:0.284637321498|抵达:0.364227322324|护卫舰:0.199889193239|马航:1.70782392899|50:0.284637321498|中央军委:0.203430747079|两栖:0.206803378437|	2014年03月09日09:31
100652898	行政许可:0.0658407632227|审改:0.180528281195|国务院:1.22740487279|公布:0.0821750136304|公开:0.164057382444|取消:0.10615750362|各级:0.0666337015294|税务总局:0.0699037885455|保留:0.0632116147051|安全部:0.0812622291617|60:1.99246125048|法无:0.0776283604084|权力:1.21897117033|审批:0.301411859199|部门:0.942952764431|两会:0.0616490805501|2014:0.0776283604084|清单:1.79384911717|行政:0.139070947562|事项:0.172969126458|下放:0.091897105844|	2014年03月18日12:07
100651304	通讯卫星:0.13384367156|pings:0.127858475967|收到:0.0714392786502|信号:0.102032985936|雷达:0.150813935526|小时:1.04982840128|发出信号:1.86543790848|飞机:0.286815180372|消失:0.099838672002|五小时:0.0743351746096|路透社:0.0957424359529|数据:0.0767062568726|连接:0.0741070486337|ABC:0.19178771395|援引:0.0911313400903|MH370:1.99246125048|联数:1.99246125048|民用:0.0887941785345|13:0.127858475967|请求:0.0760972193259|媒体:1.00081154581|印度洋:0.122831723283|系统:0.0795750711388|报道:0.15723013848|	2014年03月14日09:45
100648768	发现:1.28907007896|飞机:0.26683800363|美国有线电视新闻网:0.178429365715|华尔街日报:0.137729086829|浮油:0.174678404099|油污:0.160039161516|军机:2.2846259293|越南:2.50842435163|马航:0.35685873143|疑似:0.412358049392|油迹:3.2079596678|航班:0.257389940082|MH370:0.178429365715|第二场:0.164332923793|美联社:0.146363180444|中称:0.178429365715|搜救:0.156708660751|CFP1:0.178429365715|失事:0.143436092699|报道:0.175534542661|消息:0.150444619587|	2014年03月09日09:44
100642302	汉龙:0.0809943597757|刘汉:2.49043242731|绵阳市:0.0429612729341|红黑路:1.99246125048|刘勇:0.0376712131491|四川:0.0500040121115|生意:0.0571764491302|德阳市:0.0745955683882|兴衰:1.59441800338|挣钱:0.0344901514218|有限公司:0.0563001722377|调查:0.958734459605|期货:0.0399433896161|政商:0.034693944074|刘维:0.226784207372|实业:0.0378966009358|刘氏:0.0407702302484|兄弟:0.957600460693|开发:0.0374450748228|体改委:0.0357927655051|广汉市:0.138775776296|2000:0.0485966158654|	2014年02月24日14:36
100652866	风险:0.0360425949572|房地产:1.09001034097|波动性:0.0505754632978|汇率:0.148389998482|预期:0.0412483215068|重估:0.0524331908022|刺破:2.0634317427|我们:0.0396645376256|升值:0.0848228496557|中国:0.0531108892396|贬值:1.47328841518|最终:0.039011635472|市场:0.0825701022184|央行:0.0844132153692|经济:0.0365778635743|准备金率:0.036733441723|泡沫:1.36585220521|公投:0.0365917640085|波幅:0.0541868342909|均衡点:0.0365917640085|资产:0.0663368201854|人民币:1.28156689062|	2014年03月18日10:32
100647336	代表团:1.63774102983|习近平:2.00139967032|参加:1.02395439044|报告:1.05212828247|视点:0.765341071799|北京:0.359030946825|审议:1.46638756845|工作:0.323287641719|政府:0.35148236554|上海:0.352587512411|新华:0.566460465722|来源:0.402050128195|图片:0.490346056818|	2014年03月05日19:09
100648645	等候:0.398175243618|LaiSengSin:0.703221617818|抵达:0.449927868754|失联:0.703221617818|航班:0.507209587809|乘客:0.469516693982|终结:3.95585811755|马来西亚:0.474119764388|当地:0.344833272412|东方:0.352617577152|国际:0.263130105942|76:0.703221617818|MH370:5.97738375145|时间:0.239972919556|吉隆坡:0.626034183176|机场:0.414676042616|雪邦:0.703221617818|IC6:0.703221617818|家属:0.452121738444|	2014年03月25日08:38
100646087	CFP1:0.412233362169|驻地:0.258463765308|肉菜:0.412233362169|什么:0.891725576475|水果:0.244577334768|三种:0.256042928802|自助餐:0.423835853086|江心:0.343083928738|委员:2.14267189792|政协:0.312292778121|2014:2.98869187572|担担面:0.441450529769|凉菜:0.385952670721|两样:0.29063472339|鸡腿:0.369745649021|糊塌子:0.412233362169|扣肉:0.431530458307|经济界:0.357735073359|用餐:0.32954731828|餐品:0.412233362169|两会:2.37348960118|往年:0.264151786441|小炒:0.417548902852|	2014年03月03日20:18
100636362	金库:2.51263251258|15:5.97738375145|内部:1.40952966974|指纹识别:6.40103268165|千亿:2.2327160881|揭秘:2.47333611669|	NULL
100648503	王苡:0.747172968931|广场:0.444693125436|遇难者:2.13044012438|金牛:0.589673095833|CFP1:0.747172968931|暴恐:2.45499689792|烧纸:0.620649108651|逝者:1.3631181723|哀悼:0.615014665089|祭奠:1.30796364623|家属:1.57838928332|事件:0.356017452114|头七:2.71226072181|昆明:0.944380161394|失声痛哭:0.629502265969|	2014年03月07日21:51
100651212	汉龙:0.260695864549|免交:0.0682631693009|内幕:0.0990983509383|矿业:0.090493580845|香港:0.235381638651|东英:0.223453598185|高管:1.99246125048|申请:1.13451549754|博施:0.0779712354573|集团:0.138184891658|2011:0.111726799093|2012:0.0744845327283|汉龙前:1.99246125048|肖辉:2.47661071322|引渡:0.0972352344907|副总裁:0.104265273062|13:0.0744845327283|金融:0.0817866565316|澳大利亚:0.136087050871|肖迦一:0.0744845327283|庇护:1.64344464227|遣返:0.128221305163|	2014年03月13日20:59
100655181	院校:1.10240916087|多所:0.0965996937519|专升本:0.0958956206989|转做:1.49434593786|600:1.58389475811|技能型:0.156187389348|高校:0.0906606199403|技术:0.106055217496|据鲁昕:0.0895488202464|高等教育:0.0994474342104|调整:0.0722471637993|专业:0.0695861287346|人才培养:0.111161173784|中国:0.102044517528|今后:0.0933580428972|鲁昕:1.58389475811|本科:1.20235094405|人才:0.147987848589|培养:0.1739028673|现代:0.12324517706|教育:0.297743431061|职业:0.228140902258|	2014年03月22日14:58
100651469	互殴:0.19597979513|抢救无效:0.166220943218|歹徒:0.312917010665|行凶:0.309715749368|死亡:1.25105599051|事件:1.13925584677|伍家岭:0.19597979513|长沙:1.70368632272|现场:0.206962425398|发生:0.86978971552|警事:0.19597979513|砍伤:0.172678390525|微博:0.391959590259|开福区:0.19597979513|沙湖:0.177969757611|10:0.391959590259|两名:0.242504573064|15:0.19597979513|14:0.19597979513|后经:0.19597979513|长沙市:0.313768665957|分许:0.19597979513|街头:1.5754460118|摊贩:0.167406527834|	2014年03月14日11:59
100649040	11:0.351610808909|MODIS:0.351610808909|美国宇航局:0.333403773368|红圈:0.351610808909|马航:1.67991830923|疑似:1.29412150359|35:0.351610808909|Terra:0.351610808909|海域:0.216887729188|NASA:2.03152911814|拍摄:0.228006157531|6.1:0.351610808909|图像:0.228132118172|104.6:0.351610808909|370:0.351610808909|250:0.351610808909|高清:1.10985051628|卫星:0.423526267202|失事:1.35045550021|精度:0.229159707918|图片:0.562455771056|	2014年03月10日10:09
100648915	CFP1:1.32830750032|船只:0.81614675113|失联:3.7192610009|搜救:2.09989605406|马来西亚:0.895559554956|马航:3.7192610009|搜寻:0.975190408063|航班:2.6825751533|警卫队:1.03736994006|画面:1.55873095285|海岸:0.79259272519|	2014年03月09日19:00
100642596	汉龙:0.23070603953|刘汉:1.99132246053|电站:0.113328807644|兴衰:1.39909552512|电力公司:0.187115500629|20:0.0629198289626|22:0.0838931052835|调查:0.0577352942626|集团:0.138346511414|投资:0.0750735709995|亿元:0.0868206999469|伙伴:1.09378725019|公司:0.0553179464776|中电投:0.17218334808|两个:0.0580885792156|电力:0.0553183895563|兴鼎:0.146812934246|周滨:1.83366358691|水电站:0.207295527869|四川省:0.0534232918724|金元:0.0627216352401|之四:1.70782392899|	2014年02月25日07:33
100653403	派出所:0.285840135155|深夜:0.283651891391|一名:0.222575590856|死亡:0.223402855448|失手:1.3634241179|鼻出血:0.38605839995|女儿:0.429694621873|抢救:0.275886085067|男子:1.44341941569|IC1:0.426955982246|打死:1.05324567634|回天乏术:0.457216620118|殴打:0.323446091626|金哥:0.471697516836|小区:0.267990999884|晚归:0.432461363668|11:0.426955982246|13:2.13477991123|夫子庙:0.7721167999|30:0.426955982246|18:0.426955982246|酒后:1.57266561628|	2014年03月19日10:29
100651130	汉龙:0.0709481750914|刘汉:2.52027704025|黄婉:0.0591234792428|四川:0.133838631824|下称:0.0591234792428|汉利宏:0.0472987833943|知情:0.0530528894051|人士:0.050543541283|景区:0.0638480330341|茂县:0.0539314806053|黄汲清:0.0506510993602|万梅华:0.0709481750914|公司:0.0727723727153|合作:1.10194563743|超越:0.0983564009357|商业:1.15435950197|两次:1.23989549422|财新网:0.0591234792428|周滨:2.58014863416|财新:0.08277287094|九鼎:0.0697865344173|兴鼎:0.0709481750914|旭晨:0.0472987833943|	2014年03月13日17:24
100637151	闵行区:0.21223136636|多位:0.334056469312|牌照:0.183350233836|九星村:0.498115312621|吴恩福:0.24905765631|十大:0.274700202967|4000:0.24905765631|村官:0.220176523787|名村:0.24905765631|中国:1.51366034333|500:0.24905765631|镇九星村:0.24905765631|涌现出:0.190926650075|全国:0.296582599271|据称:0.184258996805|12:0.24905765631|七宝:0.213814406087|置身:0.203615484728|桂冠:0.205367216336|培育出:0.209386042715|土豪:4.88677163346|千万富翁:0.22825497235|	NULL
100648802	拍摄:0.516813957071|见面:1.82132094526|失联:0.796984500193|新华社:0.479019617709|乘客:2.12847567939|马来西亚:0.537335732973|北京:0.311160153915|马航:3.18793800077|代表:1.32260975578|沈伯:0.796984500193|手机:0.411454788541|家属:2.04961854761|航空公司:0.51738620665|客机:0.601191715293|事件:0.379751948922|	2014年03月09日13:00
100642618	刘汉:2.51350587841|洗码:0.0999562500242|参赌:0.0763596722555|江湖:1.29132415955|范荣彰:0.239895000058|赌债:0.107040680295|兴衰:1.61177963677|连超:0.0799650000194|资金:0.0449205598138|温娜:0.119947500029|大卫:0.0748488107157|调查:0.0550319694477|集团:0.0494507806266|澳门:0.0985136538954|现金:0.0565568097273|港币:0.167633854517|之六:1.99246125048|赌场:0.194606907861|刘小平:0.0999562500242|赌码:0.0599737500145|泥码:0.0599737500145|豪赌:1.59281203835|人民币:0.0654407364715|	2014年02月25日08:05
100648593	等候:0.0875299026919|失联:3.09175021627|丽都:0.284645053263|马来西亚:0.208449206757|接机:0.264897408179|疏散:0.077740308012|凌晨:0.0990317377567|一名:1.55802913599|航班:0.0743324395927|饭店:0.134722464225|记者:0.111127881546|飞机:1.64396747064|朋友:0.100812215221|首都机场:0.30389764564|民航局:0.0889410233922|工作人员:0.143182649674|孕妇:1.9603886141|财新:0.154587510813|航空公司:0.133806777582|乘客:0.0688084810147|消息:0.0868947371753|家属:0.165648050723|	2014年03月08日12:06
100656616	25:0.796984500193|中学:0.478616796746|第七:0.550821532176|参观:0.526124297769|英语课:2.98470065357|美国:0.277106415444|第一夫人:0.73783095386|米歇尔:2.85936635243|四川:0.410032899315|成都:2.22264817193|学生:1.53687515251|IC2:0.796984500193|东方:0.399633254105|一起:1.2991944181|	2014年03月26日08:25
